,GSM3319036_Ovary Normal_eHormones,GSM3319036_Ovary Normal_eStromal,GSM3319040_Ovary Normal_eStromal,GSM3319041_Ovary Normal_eHormones,GSM3319041_Ovary Normal_eStromal,GSM3319042_Ovary Normal_eStromal,GSM3319043_Ovary Normal_eHormones,GSM3319043_Ovary Normal_eStromal,GSM3557960_Ovary Normal_eStromal,GSM3557970_Ovary Normal_eStromal,GSM3557971_Ovary Normal_eHormones,GSM3557972_Ovary Normal_eHormones,GSM3557973_Ovary Normal_eHormones,GSM4568674_Fallopian Tube Normal_secretory cell,GSM4568675_Fallopian Tube Normal_ciliated epithelial cell,GSM4568675_Fallopian Tube Normal_secretory cell,GSM4568676_Fallopian Tube Normal_ciliated epithelial cell,GSM4568676_Fallopian Tube Normal_secretory cell,GSM4568677_Fallopian Tube Normal_secretory cell,GSM4568678_Fallopian Tube Normal_ciliated epithelial cell,GSM4568678_Fallopian Tube Normal_secretory cell,GSM4568679_Fallopian Tube Normal_ciliated epithelial cell,GSM4568679_Fallopian Tube Normal_secretory cell,GSM4568681_Fallopian Tube Normal_ciliated epithelial cell,GSM4568681_Fallopian Tube Normal_secretory cell,GSM4568682_Fallopian Tube Normal_ciliated epithelial cell,GSM4568682_Fallopian Tube Normal_secretory cell,GSM4568684_Fallopian Tube Normal_ciliated epithelial cell,GSM4568684_Fallopian Tube Normal_secretory cell,GSM4568685_Fallopian Tube Normal_ciliated epithelial cell,GSM4568685_Fallopian Tube Normal_secretory cell,GSM4675273_Cancer,GSM4675277_Cancer,ov_GSE184880_GSM5599224_Ovary Normal_eHormones,ov_GSE184880_GSM5599225_Cancer,ov_GSE184880_GSM5599226_Cancer,ov_GSE184880_GSM5599230_Cancer,ov_GSE184880_GSM5599231_Cancer,ov_GSE213243_GSM6576367_Cancer,pan_blue_hgstoc_SOL012_Cancer,pan_blueprint_ovary_scrSOL004_Cancer
ISYNA1,0.39127043,0.39855644,0.6129304,0.4879051,0.5554879,0.66343385,0.205814,0.25222316,2.0288188,1.729404,0.39628652,0.5638548,1.1723027,1.9392015,0.95163715,2.9241412,0.7923156,2.8302865,0.85374683,0.9239229,4.170579,0.5274891,2.9114192,1.0595434,3.3305805,0.5133133,1.5995182,0.832043,2.5228853,0.7401044,0.8539081,0.6416037,2.2548828,0.07760297,1.5203247,1.1331029,0.6819436,1.5994126,0.99828964,0.20643753,1.8607249
FXYD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87304634,2.575064,0.5798149,5.630997,0.6806122,1.0588864,4.9309406,1.42412,5.8794355,0.9258401,3.9913137,0.65711313,5.6909447,1.1274526,4.641147,1.120117,6.2958994,1.426666,1.0035471,1.6815206,0.0,1.463235,0.9978575,0.53598183,0.82433677,0.4911662,2.1938622,0.0
DMKN,0.040117826,0.04762539,0.11074964,0.10766232,0.0940824,0.022715243,0.060044847,0.0,0.28352055,0.088628985,0.06241639,0.020109773,0.04616358,3.4603183,3.2079346,6.2679534,3.7543309,3.0420918,4.7046313,3.357834,5.5816236,3.881383,1.9932617,4.1408224,4.5015545,3.7441795,3.2294383,4.3324294,5.245478,3.8781638,5.98769,3.3444529,7.540996,0.08247011,0.7373723,2.232726,1.2518374,0.7190349,1.32974,1.4912626,1.2132114
PSENEN,0.3395699,0.33029434,0.26242608,0.49487197,0.22283012,0.22929274,0.5660045,0.25787443,0.44230792,0.60207677,0.670163,0.49279448,0.86465245,0.7303016,7.756804,1.2653857,9.317353,0.896133,0.976811,11.289185,1.1819453,13.371666,1.2646191,11.38073,0.9336552,13.121257,1.5314187,11.09899,0.96129745,14.310149,0.9522248,0.9088325,5.681451,0.30526045,0.44641837,0.4515353,0.75122094,0.6136905,2.118318,2.3986106,0.68562794
PPP1R14A,4.974551,2.826471,1.2637103,6.260901,1.7213861,1.935531,2.168194,0.8156862,1.9921163,2.8848503,13.803025,2.546784,8.183772,0.011807404,0.05198591,0.079572916,0.03955251,0.016724858,0.0072759944,0.17118157,0.20605637,0.059910394,0.0039374414,0.080209084,0.06009336,0.014608629,0.015946714,0.046156965,0.018816838,0.0,0.016840527,0.35501698,4.564883,0.8527339,0.24560948,0.44701537,0.4417293,0.21867496,1.6632255,0.74386907,0.2181122
C19orf33,0.32425678,0.2749051,0.23328985,0.12543112,0.14223145,0.23829989,0.15594451,0.0,0.18621202,0.14966592,0.41560957,0.05911529,0.2187764,3.9070015,0.9945162,1.4528109,1.7103955,5.4307423,6.8438883,0.59366876,1.7764301,1.3708787,3.8309495,0.7345336,1.9959807,1.4192717,4.306071,0.85845894,2.3873603,1.6718081,7.2552137,1.0449907,9.571381,0.0,1.6202182,0.43744364,2.0496936,0.4652523,0.7066047,7.365599,0.0
SERTAD1,0.43321985,2.089213,5.614082,0.15222356,3.3309548,3.7491813,0.37947878,1.5580016,6.000434,2.8887057,0.12097834,0.18998049,0.05854421,2.2836432,0.95529777,0.61013883,1.6970838,3.1096117,0.8337046,0.6362718,0.7513585,0.6084491,1.7329618,0.4619873,0.45427096,0.6238428,1.0340694,1.2200947,0.71606356,0.42350513,0.87133306,0.78757316,0.9072052,0.25839806,0.48078558,0.31650588,0.8884575,0.21430402,0.30463174,0.37540072,0.17034122
NECTIN2,1.7650789,6.999507,3.0167093,0.82650536,2.6832113,3.3780246,0.97955614,4.38244,6.1394405,5.696442,0.9141746,1.7525598,1.0320827,0.70905644,0.40879345,0.621215,0.48888153,0.705529,0.61189985,0.719915,2.4762294,0.42589948,0.93819964,0.4175103,1.3331845,0.3514306,1.0223573,0.8812615,0.7705175,0.2249375,0.13706821,1.1332318,3.318375,0.568537,0.9249557,0.59087557,1.4037106,0.60065866,0.29468182,0.983303,0.45690823
APOE,1.0310062,1.0605643,5.140625,1.5231204,1.9346213,1.8718249,1.8316022,0.9278073,2.6274848,3.6122346,0.30341107,4.9056854,2.5578642,0.51854277,0.11021459,0.10769068,0.17155905,0.17488536,0.0,0.36677018,0.42684135,0.019476572,0.02164553,0.14565262,0.119997755,0.0022202209,0.015532211,0.04286385,0.062428907,0.0,0.0,8.113102,3.6455095,11.472296,0.4594082,5.332607,0.97262436,0.1258313,0.31472355,1.3692956,1.1964138
APOC1,0.17197463,0.10897569,0.60771453,0.40944242,0.26766965,0.15403509,0.42025575,0.27747366,0.45517382,0.21579903,0.26516712,0.41396356,0.2593113,0.14443296,0.06914882,0.0747309,0.17906463,0.045709535,0.03861482,0.048507463,0.013734704,0.09922163,0.13879657,0.039884545,0.0,0.08086519,0.09308873,0.018947303,0.0,0.047711488,0.062637486,0.50586224,1.4429384,9.482762,0.20508184,0.34844947,0.11830026,0.06990368,0.10297711,0.1451468,0.74586546
FOSB,1.6689126,1.2442089,4.018269,0.9836545,2.6145115,1.6311011,0.4938525,0.9781493,2.841892,1.3472033,0.7436453,1.1376334,1.115089,12.489466,2.898529,3.4105601,6.375528,16.97242,9.448299,4.080444,11.8213825,3.9689436,19.228718,3.0328555,9.8071375,3.0969348,16.394997,3.6615028,4.6875324,3.0713398,8.947256,1.997509,4.318081,1.9767054,20.595133,1.852048,9.268116,4.0106964,0.80377996,0.27341792,0.37123516
PPP1R15A,1.4613296,5.8842154,15.378609,1.090643,12.407166,12.41438,1.8229002,12.050408,9.474985,6.9201202,0.16971077,0.29089293,0.21278313,4.2982774,3.6465175,1.1741879,4.7756686,4.906826,0.6888874,4.348124,4.9651523,0.89604,2.1847537,4.1982646,2.683082,0.7745727,1.3794217,7.895982,2.1085982,1.3890414,1.1992563,2.0605135,2.4553156,1.0479478,6.737751,1.0237061,3.7662082,1.4732994,0.5783736,0.2979619,0.6221968
RPL13A,69.10185,74.507065,60.258823,65.486305,67.94977,62.86352,77.70852,64.92811,51.855164,46.843487,43.77251,34.85334,41.191437,83.03724,40.191006,72.8346,38.08296,101.31487,94.87132,35.245075,46.514347,34.22617,56.347195,36.568886,57.419636,36.254353,75.9265,36.621044,86.33882,49.829903,124.348114,32.456036,62.907578,33.332634,19.76154,16.550783,32.009968,10.063808,6.5969176,83.07948,91.11557
SIGLEC11,2.3043878,1.1100225,0.7221114,1.5748901,0.6455001,0.7290735,1.9587979,0.88572085,0.7974621,0.65975374,1.5336206,1.0381587,1.4220972,0.0027116977,0.0,0.003883199,0.0009816757,0.006605382,0.0,0.0027621714,0.0,0.0,0.0,0.0013409804,0.0,0.0005930887,0.0,0.00888602,0.0,0.0,0.0,0.011155029,0.0039043832,0.50756836,0.0048207603,0.0009792979,0.0,0.0,0.00061460194,0.0,0.0
MYADM,0.31504756,0.7005847,0.52832484,0.14128639,0.7036058,0.66678745,0.20572776,0.30089885,1.0463207,0.4092522,0.13748395,0.16266671,0.1462557,3.1708431,0.4453186,1.0298848,0.7882853,2.7221088,2.4960313,0.96796906,2.2806275,1.2974339,3.4903634,1.2396219,1.8464483,1.0523161,3.90057,1.2804352,1.3894798,0.62480336,2.4642375,1.872097,0.5667627,0.34635943,1.0374954,0.23582576,2.1703982,0.53671396,0.050030723,0.32867298,0.4364521
TTYH1,0.07435256,0.071590506,0.0,0.004062423,0.0,0.0,0.008905732,0.0,0.021078369,0.013493883,0.037554067,0.052028626,0.0,1.2758957,0.20982744,3.090248,0.10763212,1.2555016,0.5936805,0.15531279,2.5904553,0.037460886,0.372074,0.11584713,1.999649,0.04671278,0.52477,0.1239622,1.4711671,0.044092882,0.27406913,0.09177864,1.4832971,0.0,0.005839818,0.062432356,0.030098222,0.037992604,0.11382175,0.0,0.18274719
TNNI3,12.7227745,5.4827023,5.769941,16.955585,5.444621,6.783132,5.381622,2.206612,8.037364,9.382861,15.413222,3.9854834,19.592203,0.042404175,0.059820212,0.01679706,0.2512273,0.031263456,0.0015277187,0.30665427,0.0,0.23013867,0.12086912,0.25135455,0.0,0.21159191,0.086469114,0.13641402,0.023969844,0.097349405,0.014688093,0.10991085,1.7720257,0.9371652,0.26391357,0.32714644,0.8192439,0.20400155,0.45929453,0.06021975,0.5875746
TMEM190,0.0,0.013394706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04713488,25.048117,0.7089639,32.663692,0.9868817,0.044131443,37.317356,0.9752536,39.652622,0.9165479,24.858282,0.17331967,38.630222,0.86204374,23.959581,0.2011043,24.501331,0.06993572,0.018247759,0.06409279,0.0,0.0018074784,0.00035992864,0.016146366,0.0,0.062859096,0.005638922,0.007765338
PEG3,1.7280445,1.1414692,2.18147,2.4494593,1.9037904,1.8822492,1.9031085,1.3266308,1.7013363,1.4476422,1.8770406,2.9085865,1.9201795,0.073040254,0.025793696,0.049163558,0.06660089,0.072488844,0.0108797755,0.11006691,0.052953,0.07057792,0.086752765,0.00657628,0.0027161164,0.03371555,0.03265051,0.021853164,0.0,0.09561774,0.029541928,0.0,0.0,1.8401395,0.036172636,0.030599836,0.34072122,0.0101582585,0.0012187673,0.0,0.0
CHGB,2.9604156,0.6777779,0.15898377,0.828578,0.2670581,0.25472793,0.70761687,0.3333823,0.3996292,0.42256275,2.782708,0.8946409,2.9818673,0.0,0.008851766,0.0,0.01179336,0.012708854,0.0,0.003925449,0.0,0.00667122,0.012615648,0.0,0.0,0.0036217135,0.003416299,0.0,0.0,0.0,0.013920029,0.0,0.0,0.30648652,0.0012326817,0.0,0.0020858282,0.00030855276,0.002691416,0.0009936853,0.08765242
CST3,9.739293,2.6399102,1.103847,3.8945992,1.4045686,1.562866,5.831651,2.868578,1.5336992,1.6886376,4.9693623,7.2016034,3.1917288,4.343851,11.370456,30.155218,9.05125,4.8387456,1.3559084,6.9404755,10.451497,1.7092161,1.1739522,6.6476097,13.566953,1.663849,1.127228,7.6274967,23.564264,2.759907,2.3780608,6.8806787,5.1316323,8.629956,2.0490472,5.950603,5.4525757,7.051897,8.025837,11.93652,5.385301
MYL9,1.7677722,1.5304128,1.1830583,2.5425792,1.0028263,1.6459962,3.96267,1.9091964,1.8617761,2.1531086,1.5741729,3.9608006,3.0585845,1.9106617,0.7355642,0.7985141,0.38379198,1.5317298,2.2925534,0.9152161,1.0198605,0.74611545,2.5954993,0.18936764,0.70763624,0.45772633,2.519801,0.05011682,0.20445557,1.0778309,1.5321659,5.277263,0.98936486,4.9457946,2.8872614,1.9422349,2.215579,1.6164904,0.54827523,4.942422,0.8679302
SLPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.026234,12.435461,67.61843,23.431768,9.94442,14.448513,10.352333,34.283924,20.621815,6.749524,6.4746804,35.58691,22.253944,8.937998,8.060777,71.04068,13.977326,30.27703,8.774727,3.6653621,0.0,16.220526,34.448826,11.104711,8.663515,28.273525,30.064508,0.383619
WFDC2,0.114772625,0.14165083,0.099983625,0.25938648,0.32759267,0.18964747,0.18672669,0.058040954,0.5543566,0.42835632,0.40562445,0.11181479,0.9054078,27.129738,21.605368,125.51307,12.884145,21.730509,33.236507,11.50626,47.228058,13.583153,16.108368,9.125061,50.291065,14.784967,19.475267,14.23512,95.30143,23.390627,39.397034,17.725885,0.8641611,0.0,24.854635,68.46823,46.580524,34.140602,48.97472,69.46336,4.3412156
ZFAS1,2.0076442,2.9483593,5.262664,2.5617447,5.6533403,4.2327037,3.4266682,3.795586,5.6269264,3.8989806,2.0549507,1.4668189,1.2950975,6.8744254,1.6664996,3.2191987,2.2623062,7.679325,7.029167,1.7268395,3.1433473,1.4405624,5.312371,1.803466,4.1942997,1.5915614,6.37268,1.593575,4.418566,2.6826086,5.881469,2.0649614,6.303403,0.0,0.0,0.0,0.0,0.0,3.7602947,7.480146,7.5559516
C20orf85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11055711,20.408075,0.41771665,14.139216,0.32476386,0.02248243,15.829033,0.22753713,17.20466,0.6587564,18.61644,0.19142723,17.531504,0.46296138,19.3512,0.36176604,23.503775,0.12201231,0.0,0.0,0.0,0.012435415,0.006438426,0.044302627,0.0,1.2682713,0.0003627973,0.0
RPS21,4.3318534,3.7385004,15.431946,13.2568,14.577537,15.86787,8.801978,7.186451,13.672249,4.6711335,11.573772,9.111535,9.862599,27.659176,9.756101,18.71386,11.465703,35.97406,33.237873,5.5902247,9.973357,6.596271,15.766333,6.8075786,11.830605,7.2613087,20.04674,6.3763075,16.562504,11.986866,30.792875,3.5618532,34.33266,11.042467,6.1232085,20.263577,18.499807,8.23703,15.529245,41.85475,22.798548
GRIK1,4.465555,2.747302,2.2035964,2.6434865,1.9113344,2.1455095,6.046441,1.5570831,1.5698644,3.5269773,3.7735558,2.940202,2.1375418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004012058,0.0,0.0,0.0,0.124579825,0.0015226752,0.0,0.0,0.0015941083,0.000111563466,0.0,0.0
GET1,0.32090473,0.25737688,0.33743188,0.6666422,0.26051155,0.23900932,0.72825694,0.2668795,0.50253874,0.5772395,0.6283681,0.46259552,0.67305666,0.21779904,3.2099748,0.53998286,3.817036,0.27398592,0.3358289,3.6199467,0.24957556,4.0502276,0.28443256,3.6668983,0.16581196,4.3420377,0.5270037,3.9318771,0.35860437,2.2625732,0.39528418,0.26816764,0.35409853,0.37382665,0.19109772,0.18840969,0.13210605,0.070447564,0.34827256,0.43798846,0.22610307
TFF3,0.0,0.0,0.30244538,0.41937584,0.16556905,0.11639024,0.112641856,0.032282807,0.1416245,0.10597593,0.06877539,0.0050078416,0.2406038,0.13182995,105.243324,2.5656478,12.452073,0.45677707,0.21037425,108.49871,3.1220226,11.095349,0.44929123,98.72687,0.8157272,20.723648,0.66681534,98.118675,1.4688259,102.53116,1.2102387,0.0,0.0,0.006173248,0.13718896,20.09704,0.034011766,0.061602037,0.10164485,0.029817266,0.22675113
RSPH1,0.0,0.030468592,0.07294931,0.0,0.0,0.037855573,0.0,0.038553905,0.008075575,0.002683415,0.018277952,0.01702152,0.0155689,0.18275756,12.811981,0.4241067,11.030001,0.37063652,0.32109687,10.980538,0.40100223,13.337838,0.6415323,11.629964,0.074612655,12.545858,0.56438905,12.419507,0.2541324,15.319129,0.39753282,0.053561453,0.16735865,0.0,0.22401612,0.037711177,0.08027627,0.10783002,1.6680573,0.17460553,0.2658874
COL18A1,0.24667004,0.1724001,0.038511395,0.038185958,0.057076827,0.02272664,0.13764314,0.16994812,0.1087104,0.058833748,0.07526677,0.27286208,0.17351002,1.5260668,0.24064285,1.6557353,0.14874774,0.65242916,0.38891912,0.29859617,3.4837973,0.18805815,1.3983428,0.20389083,2.7866328,0.17933826,1.5989697,0.15922213,1.569123,0.22910932,0.65747166,1.5818657,1.5781465,0.2605574,1.3366596,1.2861253,1.0166093,0.84166914,1.2741035,1.0854446,1.0992116
C21orf58,0.037695937,0.017543564,0.0,0.01880538,0.0,0.0,0.023736307,0.0,0.024009537,0.002711432,0.033489715,0.054076463,0.003815282,0.07043657,2.5462468,0.085948065,3.0582304,0.093748845,0.012433063,3.289514,0.07963021,1.7762538,0.023147035,3.1719146,0.04716166,2.3061671,0.061251175,3.2967415,0.12749614,1.4227548,0.016975306,0.31350192,0.20999052,0.0,0.34808463,0.070421115,0.26627657,0.17525086,0.4828291,0.10046537,0.14905024
S100B,5.776209,2.5169413,0.40974998,2.252039,0.47952724,0.35313675,2.6381075,1.2916969,0.11982547,0.123387456,2.7275658,2.2539246,0.6592922,0.003929225,0.0017482938,0.009536922,0.0,0.0027026718,0.0026865315,0.0033547627,0.0,0.007028299,0.0,0.0,0.0,0.0059698145,0.0,0.0,0.0,0.0,0.0,0.021226073,0.0,0.12043401,0.00042455437,0.0,0.0655467,0.007621398,0.00162104,0.0053825313,1.05601
LGALS1,1.1483731,0.8373962,0.7256633,3.0738425,0.8252695,1.0439658,2.0816038,0.5987821,1.2752199,1.2885652,2.7920322,3.243875,2.421077,0.9266694,2.5729697,2.551442,0.8099525,0.6181227,0.53358364,4.5206294,5.107728,1.3412133,1.000677,1.5778253,1.4260058,0.7114391,0.6983522,0.7100048,0.73442215,2.4187477,2.8362992,5.225178,1.2545266,25.79685,1.2627574,7.4808707,3.8438683,1.8906338,6.369282,6.0832324,10.230035
MAFF,0.6258049,3.4874942,4.696296,0.091591194,2.9666991,3.4498832,0.13061522,2.7588105,5.187408,4.0889297,0.035736896,0.122649595,0.019750476,2.289852,1.829349,0.7759643,1.5906991,3.6736062,0.9854846,0.8465703,2.6236312,0.3212829,2.5378783,0.77297544,1.9689511,0.30632246,1.014488,1.864051,0.8934641,0.39077494,0.50317794,0.56086946,0.45889893,0.19904773,1.3096739,0.342007,0.52795506,0.6929369,0.32982412,0.14768223,0.13295685
ODF3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034601893,0.0,0.0,0.025204882,0.0,0.41711387,8.375337,0.30515924,6.772014,0.44184896,0.009830769,5.7467484,0.2463694,1.254812,0.09627248,7.479407,0.19227567,1.2900339,0.09266889,9.368083,0.41848233,1.426808,0.09357714,0.10306119,0.08400435,0.025674086,0.07513717,0.08411814,0.19453219,0.17201814,1.1557232,0.05961616,0.0
CD99,18.980885,7.487738,5.080014,13.256545,3.2052643,4.724625,9.645797,2.7545907,2.9162297,3.9930923,19.655298,6.328607,8.557906,0.5420184,3.083472,1.7706189,1.6162765,0.7840085,0.48474467,3.0211346,1.7014638,1.9576358,0.85985875,2.5930624,1.3819844,2.0638983,1.2260718,2.5265498,1.5929383,2.008912,1.0642427,0.7372555,0.90123796,11.216612,0.9212964,1.1311032,2.1643007,1.4805772,1.4801137,0.5939701,1.1887348
TMSB4X,114.56504,78.22334,62.46843,183.68373,64.67702,71.607506,191.39145,68.219284,72.49464,96.76947,254.01,135.75964,160.8613,26.407497,26.239437,74.29312,19.942364,27.72452,38.334618,39.523933,45.702354,36.23701,41.51042,34.557167,53.421272,29.79166,40.12984,36.624454,68.99182,29.939417,36.67797,35.799488,65.74244,39.22677,24.817516,35.8846,40.406654,62.498734,8.895754,61.32989,99.48662
SMS,5.5475245,5.4631457,4.601194,6.4424205,4.200827,5.9056497,9.896286,8.814848,3.601433,4.800422,4.5476723,8.342982,5.513365,0.48704338,1.4177084,1.6174539,0.7832185,0.63838446,0.33691508,0.42535552,1.0814022,0.48689032,0.5494391,0.74569017,1.817048,0.44020507,0.7009624,1.0370222,2.0565104,0.5754643,1.0345283,2.4425848,1.1227163,2.0918317,0.48444375,1.7329786,0.9786725,0.90173554,0.47221383,0.7433455,2.5042582
SAT1,1.5070295,5.1191506,10.398144,0.9533122,10.524099,6.549135,1.130646,7.855132,6.3951974,5.8380013,0.52093923,1.3491774,0.3523162,14.546036,16.616863,15.969612,11.648413,16.969402,12.0094185,9.968173,25.436588,10.11198,21.45833,12.328012,33.79435,9.41783,18.958761,23.259699,24.662271,19.114653,18.87254,12.609053,8.930299,11.248386,18.676535,14.222792,14.328747,20.21398,7.524875,1.3882521,7.765452
NDP,4.2085915,1.7141494,0.592197,1.8558409,0.54508495,0.39229828,5.4653754,1.1710008,0.4481186,0.8254395,3.573219,2.4859872,2.1981404,0.21072106,0.11264274,0.9316896,0.023297168,0.3561136,0.46936336,0.0012245746,0.069169365,0.0019669165,0.0501744,0.0064811,0.11298277,0.0020636483,0.11752792,0.028979873,0.21009648,0.02896938,0.16214049,0.0,0.0,0.35064325,0.008395101,0.079800785,0.0067704837,0.059476472,0.05219139,0.0011128795,0.007765338
TIMP1,3.367996,2.3862107,0.8339078,1.0435038,0.91614175,1.1377845,2.2027776,1.585953,0.74280024,1.3032739,1.5205595,5.6749206,1.0679607,3.368993,2.3653836,4.986263,2.3751411,3.8508525,5.0665746,3.9761336,6.863448,4.6964245,3.602883,2.2260962,3.8318763,4.2744455,3.50942,4.083389,5.9102697,2.5167613,3.6987593,5.0133567,1.3066987,85.77393,1.3543476,8.98752,5.2585254,4.771,1.3957161,3.610328,3.4262018
MAGED2,30.492136,23.737894,7.267558,18.064354,10.11634,9.651032,19.883078,10.951939,11.706976,12.856852,20.16685,16.394213,23.481714,0.61054987,0.9421699,1.0616364,0.89196825,0.8116643,0.788091,0.96810067,1.4020231,1.165776,1.109878,0.6457898,0.5041824,1.1607751,1.0950266,0.75015104,0.5802634,0.7498167,1.1077366,0.9509488,0.8589842,1.2540476,0.7347885,0.96527624,1.4320726,0.6810347,2.0114794,3.0749605,1.8069193
XIST,6.506658,3.3537476,2.407399,2.2901165,3.4490075,2.3097012,5.2847657,5.725518,1.3942254,1.5637902,4.948251,9.1669655,5.0018897,4.3190017,2.1861074,3.2656937,1.6570572,2.651955,3.6714964,3.6078808,5.556875,3.9329164,8.052466,3.4077864,5.268403,3.4022443,5.9547224,2.7013893,2.5176246,2.5019977,1.7440598,10.978192,0.1594543,6.6335745,12.567791,0.06996671,6.7933226,11.676591,2.3562212,0.04108229,0.057760064
TSPAN6,7.915766,5.8850107,1.2047632,3.0620215,1.8008001,3.6143754,6.591971,4.2038045,1.1521384,1.468322,5.943212,7.8052893,3.310327,0.289469,2.171016,0.31472862,2.3909264,0.29523724,0.543562,4.2737145,0.4761611,4.182916,0.6737876,3.6126928,0.20444964,3.988837,0.67632216,3.3350093,0.43176827,2.9235785,0.48383808,0.6276244,0.67979425,0.22890945,0.278983,0.47271258,0.74250764,0.59185237,0.32315105,0.9409967,0.49238214
RPL36A,3.4030902,3.3190293,22.568724,22.36252,20.547602,21.582212,12.953749,10.083324,18.219772,4.4863777,11.279187,9.753571,8.672866,18.694355,5.2834544,12.253133,7.336171,30.374126,33.8933,5.6517878,12.355275,6.373658,25.73099,6.5785456,20.900152,6.233081,25.726357,5.3170104,24.430708,12.186797,39.344036,3.0058236,12.639943,5.2862043,2.9781618,6.2311172,2.5024297,3.3499236,0.6803387,20.361952,10.443861
BEX1,4.216972,2.5675247,2.2166026,6.7139378,2.027107,1.9681617,5.187805,1.8865265,5.0362973,3.7740602,3.6881816,4.020537,5.5230737,0.4214199,0.08719974,0.34617823,0.38933966,1.2073938,0.20776644,0.044218693,0.16795376,0.07717973,0.60265005,0.011883388,0.13952732,0.071990155,0.64124554,0.028584734,0.1358163,0.021123987,0.7871102,0.28594148,0.09925746,0.38038084,0.0018936938,2.196362,0.060792603,0.013262111,0.0032980768,0.0126061225,2.249254
BEX3,9.2149515,9.117714,9.19606,20.324888,6.5800557,8.412269,14.819044,8.0479965,9.174001,12.171047,16.320372,8.560837,14.542635,2.4028547,2.417191,4.77225,2.3190632,3.6900065,3.0805285,1.3937209,2.1204612,1.2571988,1.7639298,1.787079,2.442845,1.2243735,2.6224627,1.7322984,2.9775956,2.417978,3.8006012,3.4077644,4.2306743,6.1035323,0.63405234,2.67682,1.8635702,3.5094025,1.9702274,15.966443,10.838171
PLP1,2.2316308,0.8804652,0.17556342,0.50342935,0.2392991,0.6210199,1.6720937,1.0799042,0.1344427,0.32737195,1.746593,2.8281002,0.719902,0.0,0.0,0.0092097325,0.022435658,0.0,0.0,0.0017593078,0.0,0.0,0.0035627047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22782998,0.0,0.0,0.0005694617,0.0,0.0,0.0,0.15651909
CETN2,0.588382,0.45006707,0.51725626,1.3352492,0.3048099,0.29333967,0.92672503,0.3146305,0.84706455,0.6583577,0.8152401,0.4936686,0.8455257,0.8095967,17.592848,1.7866328,23.005808,1.5435385,1.1120361,15.327341,1.2573073,17.677998,1.3267152,16.45794,1.1151246,16.011454,1.1995771,16.354952,1.6640888,20.721386,1.4218421,0.8670862,1.175336,0.7090586,0.6001803,0.67225647,0.6676262,0.9414396,2.22389,1.6564479,1.3337215
FLNA,2.1053305,1.3249495,0.70240545,0.9091584,0.63915426,0.7628921,1.5419677,0.49390724,0.7906113,0.8371125,2.018796,4.4624395,1.9659679,0.93381476,0.091106765,0.1478481,0.35013387,0.46211904,0.09781895,0.46407998,0.73254544,0.052769072,0.10535053,0.3745473,0.520803,0.037763525,0.13359514,0.521925,0.4002656,0.0,0.017410925,2.4882407,0.47106546,2.516155,2.3545532,0.8658823,2.609947,2.0078251,3.0058472,1.2995266,0.6595147
RPL10,78.81429,85.43908,62.422775,64.05622,68.62213,61.513096,69.918625,55.244453,57.588116,59.177795,57.048923,30.93173,52.299026,79.7899,29.714241,73.99359,33.33638,109.30457,103.511536,31.605707,57.811844,20.158916,49.317974,29.441732,68.6783,22.592434,68.41699,31.059046,119.084274,40.583363,128.01328,34.244244,29.608757,37.900257,14.627639,27.91519,32.39175,15.420309,44.541145,106.244514,73.79914
MT-ND1,36.708797,22.722076,10.022509,8.435634,10.424518,9.67777,11.063126,8.760566,9.0839405,7.9247456,14.916205,13.784201,14.269577,76.488914,51.49027,46.092064,33.101208,27.129389,51.344864,45.10294,68.76523,71.26027,109.17272,46.293934,64.12067,83.13627,76.88376,28.622349,25.34846,36.92182,18.211184,120.93512,54.051746,59.793324,187.11107,174.4955,164.92174,155.64851,83.496864,44.718815,68.72744
MT-CO1,146.01244,84.056755,44.80246,47.701595,48.60491,39.517223,54.337402,42.503174,77.47243,84.13249,149.62482,149.68718,126.69218,215.9476,137.18298,175.24509,81.081055,61.710533,215.41745,136.38841,326.33453,199.12001,363.53363,145.11557,283.9969,221.61478,240.3939,115.18307,130.27727,105.422676,66.938225,231.2276,120.0667,127.75152,376.96695,201.96835,227.05124,359.30917,180.04091,120.13981,95.49514
